record_id,entry_type,event_description,type,country,target_country,target_direction,compliance,date_announced,link,ISO_A3,ISO_A2,severity_index,lat,lng
3250177,Update on Existing Entry (type in Record ID in text box),"The original measures plan also included orders to maintain all flights to Malta at the rate of three weekly flights and maintaining the traffic of freight transport vessels, while respecting preventive measures, in particular the prohibition for all crews to leave the vessels when they moor in Tunisian ports.",External Border Restrictions,Tunisia,Malta,Inbound/Outbound,Mandatory (Unspecified/Implied),10/03/2020,http://www.transport.tn/fr/article/219/communique-8,TUN,TN,NA,33.886917,9.537499
7016173,New Entry,Tunisia implements quarantine policies for passengers arriving from risk countries. Implemented 11/03/2020.,Quarantine,Tunisia,"Australia,Austria,Bahrain,Belgium,China,Denmark,France,Germany,Iran,Italy,Japan,Malaysia,Netherlands,Norway,Singapore,South Korea,Spain,Sweden,Switzerland,United Kingdom,United States of America,Other (please specify below),Australia,Austria,Bahrain,Belgium,China,Denmark,Egypt,France,Germany,Iran,Italy,Japan,Malaysia,Netherlands,Norway,Singapore,South Korea,Spain,Sweden,Switzerland,United Kingdom,United States of America,Other (please specify below)",Inbound,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",11/03/2020,http://www.onmne.tn/fr/images/COVID-19-bulletin-11-03-2020.pdf,TUN,TN,NA,33.886917,9.537499
7016173,Correction to Existing Entry (type in Record ID in text box),Tunisia implements quarantine policies for passengers arriving from risk countries. Implemented 11/03/2020.,Quarantine,Tunisia,"Australia,Austria,Bahrain,Belgium,China,Denmark,France,Germany,Iran,Italy,Japan,Malaysia,Netherlands,Norway,Singapore,South Korea,Spain,Sweden,Switzerland,United Kingdom,United States of America,Other (please specify below),Australia,Austria,Bahrain,Belgium,China,Denmark,Egypt,France,Germany,Iran,Italy,Japan,Malaysia,Netherlands,Norway,Singapore,South Korea,Spain,Sweden,Switzerland,United Kingdom,United States of America,Other (please specify below)",Inbound,Mandatory (Unspecified/Implied),11/03/2020,http://www.onmne.tn/fr/images/COVID-19-bulletin-11-03-2020.pdf,TUN,TN,NA,33.886917,9.537499
9613402,New Entry,Ministry of Religious Affairs has prescribed several health measures to be observed within the mosque grounds. Invites imams to shorten their sermons and reduce the time between the call to prayer and prayer. Recommending citizens to do their ablutions at home before going to the mosque and to bring their own prayer mat.,Public Awareness Campaigns,Tunisia,,,Voluntary/Recommended but No Penalties,11/03/2020,http://www.webdo.tn/2020/03/11/le-ministere-des-affaires-religieuses-prescrit-des-mesures-sanitaires-appliquees-aux-mosquees/,TUN,TN,NA,33.886917,9.537499
367227,New Entry,"The Ministry of Religious Affaires invites citizens to respect the health and regulatory measures issued by the Ministry of Health, as it invites imams to shorten their sermons and reduce the time between the call to prayer and prayer. The Ministry also calls on citizens to do their ablutions at home before going to the mosque and to bring their own prayer mat.",Public Awareness Campaigns,Tunisia,,,Voluntary/Recommended but No Penalties,11/03/2020,http://www.webdo.tn/2020/03/11/le-ministere-des-affaires-religieuses-prescrit-des-mesures-sanitaires-appliquees-aux-mosquees/,TUN,TN,NA,33.886917,9.537499
2474095,New Entry,"The Ministry of Religious Affaires invites citizens to respect the health and regulatory measures issued by the Ministry of Health, as it invites imams to shorten their sermons and reduce the time between the call to prayer and prayer. The Ministry also calls on citizens to do their ablutions at home before going to the mosque and to bring their own prayer mat. March 11th.",Public Awareness Campaigns,Tunisia,,,Voluntary/Recommended but No Penalties,11/03/2020,http://www.webdo.tn/2020/03/11/le-ministere-des-affaires-religieuses-prescrit-des-mesures-sanitaires-appliquees-aux-mosquees/,TUN,TN,NA,33.886917,9.537499
9637060,New Entry,"Immediate suspension of prayers in mosques, restricted opening hours for cafes (close cafes at 4pm every day), and ban of all cultural, sports and economic gatherings.",Social Distancing,Tunisia,,,Mandatory (Unspecified/Implied),13/03/2020,https://www.aljazeera.com/news/2020/03/stocks-collapse-coronavirus-global-pandemic-live-200312235606108.html,TUN,TN,NA,33.886917,9.537499
6011868,New Entry,"The government closed Tunisia's maritime borders, suspended all flights to and from Italy, in addition to reducing flights with Egypt, Germany, Britain and France.",External Border Restrictions,Tunisia,"Egypt,France,Germany,Italy,United Kingdom",Inbound/Outbound,Mandatory (Unspecified/Implied),13/03/2020,https://www.aljazeera.com/news/2020/03/stocks-collapse-coronavirus-global-pandemic-live-200312235606108.html,TUN,TN,NA,33.886917,9.537499
9300723,Update on Existing Entry (type in Record ID in text box),"The head of government, Elyes Fakhfakh announced Monday March 16th, that in four days from the announcement, there will be a total closure of the air and land borders, in prevention of the coronavirus. The last (air cargo-, transit-, official-, and Evacuation-) flights will until 20/04/2020 until 23:59.",External Border Restrictions,Tunisia,All,Inbound/Outbound,Mandatory (Unspecified/Implied),16/03/2020,https://news.gnet.tn/le-ministere-du-transport-annonce-la-suspension-de-tous-les-vols-de-et-vers-les-aeroports-tunisiens/,TUN,TN,NA,33.886917,9.537499
2548987,New Entry,National curfew applies throughout the Tunisian Territory between 6 pm and 6 am.,Curfew,Tunisia,,,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",17/03/2020,http://www.viaggiaresicuri.it/country/TUN,TUN,TN,NA,33.886917,9.537499
829626,New Entry,"The Ministry of Transport announces March 17th, the suspension of all flights to and from Tunisian airports. Exceptions made for air cargo flights, transit flights, official flights, and evacuation flights which are subject to prior authorization from the services of the Directorate General of Civil Aviation. All travellers arriving are required to comply with quarantine procedures.",External Border Restrictions,Tunisia,All,Inbound/Outbound,Mandatory (Unspecified/Implied),17/03/2020,https://news.gnet.tn/le-ministere-du-transport-annonce-la-suspension-de-tous-les-vols-de-et-vers-les-aeroports-tunisiens/,TUN,TN,NA,33.886917,9.537499
4355070,New Entry,"Implementation of general confinement with limitation of movement unless absolutely necessary or for vital services. Implemented 22/03/2020, and later (31/03/2020) extended until 18/04/2020.",Social Distancing,Tunisia,,,Mandatory (Unspecified/Implied),22/03/2020,http://www.viaggiaresicuri.it/country/TUN,TUN,TN,NA,33.886917,9.537499
2995379,New Entry,"Tunisia has turned to robots to help enforce its nationwide lockdown measures as the country continues to battle the global Coronavirus pandemic. The P Guard robots, manufactured by local company ENOVA can be operated remotely and come equipped with infrared cameras, which cover the robots surroundings, as well as a thermal camera and a sound and light alarm system. It is unclear which public official spotted their potential for policing Tunisia’s lockdown, but their presence upon the streets of the capital have provided Tunis’ locked in residents with a sorely needed source of distraction.",Health Monitoring,Tunisia,Tunisia,Inbound,Mandatory with Exceptions (Please list exceptions in the text entry),02/04/2020,https://www.independent.co.uk/news/world/middle-east/coronavirus-tunisia-robot-lockdown-tunis-a9439001.html,TUN,TN,NA,33.886917,9.537499
9460550,New Entry,"Tunisia has turned to robots to help enforce its nationwide lockdown measures as the country continues to battle the global Coronavirus pandemic. The P Guard robots, manufactured by local company ENOVA can be operated remotely and come equipped with infrared cameras, which cover the robots surroundings, as well as a thermal camera and a sound and light alarm system. It is unclear which public official spotted their potential for policing Tunisia’s lockdown, but their presence upon the streets of the capital have provided Tunis’ locked in residents with a sorely needed source of distraction.",New Task Force or Bureau,Tunisia,,,Mandatory (Unspecified/Implied),02/04/2020,https://www.independent.co.uk/news/world/middle-east/coronavirus-tunisia-robot-lockdown-tunis-a9439001.html,TUN,TN,NA,33.886917,9.537499
23116,New Entry,"In Turkey, as of March 16, all schools will be shut down until 30 March",Closure of Schools,Turkey,Domestic,,NA,12/03/2020,https://www.hurriyet.com.tr/gundem/son-dakika-haberleri-bestepedeki-corona-virus-toplantisi-sona-erdi-iste-alinan-kararlar-41467463,TUR,TR,-2.04551188,38.9637,35.2433
1867006,New Entry,"In Turkey, the government has provided public awareness for all citizens in the form of promoting standard EN149 filtered masks against the virus, which have been initially recommended by the institution of medicine and medical equipment (İlaç ve Tıbbi Cihaz Kurumu), connected to the Ministry of Health.",Public Awareness Campaigns,Turkey,,,Voluntary/Recommended but No Penalties,19/03/2020,https://www.sozcu.com.tr/2020/saglik/turkiye-ilac-ve-tibbi-cihaz-kurumundan-maske-aciklamasi-5689462/,TUR,TR,-1.603408965,38.9637,35.2433
5390438,New Entry,Turkey has put a limit on all passengers taking public transport within and between cities. Public transport will from now on only accept passengers up to 50% of the entire carriage capacity of the vehicle.,Internal Border Restrictions,Turkey,Turkey,Inbound/Outbound,Mandatory (Unspecified/Implied),24/03/2020,https://www.aa.com.tr/tr/koronavirus/marketlere-ve-toplu-tasima-araclarina-yonelik-koronavirus-tedbirleri-artirildi/1776781,TUR,TR,-0.984497253,38.9637,35.2433
3199081,New Entry,"Turkey is restricting all supermarkets in all cities and provinces to take in a maximum of one-tenth of their maximum customer capacity. However, supermarkets will still be able to operate between 9 am and 9 pm.",Restriction of Non-Essential Businesses,Turkey,,,Mandatory (Unspecified/Implied),24/03/2020,https://www.aa.com.tr/tr/koronavirus/marketlere-ve-toplu-tasima-araclarina-yonelik-koronavirus-tedbirleri-artirildi/1776781,TUR,TR,-0.984497253,38.9637,35.2433
6017863,New Entry,"In Turkey, as of the date of 3 April residents under the age of 20, have been directed not to leave their homes.",Quarantine,Turkey,Turkey,Inbound/Outbound,Mandatory with Fines,03/04/2020,https://tr.usembassy.gov/health-alert-u-s-mission-turkey-04042020/,TUR,TR,-0.676038699,38.9637,35.2433
678086,New Entry,"Turkmenistan has ""recommended the country’s citizens to refrain from traveling to China due to the coronavirus"" on January 30.",External Border Restrictions,Turkmenistan,China,Outbound,Voluntary/Recommended but No Penalties,30/01/2020,https://en.trend.az/casia/turkmenistan/3184545.html,TKM,TM,NA,#N/A,#N/A
4163441,New Entry,"""Turkmenistan suspends flights from February 6 to Bangkok and from February 7 to Beijing because of the coronavirus outbreak in China""",External Border Restrictions,Turkmenistan,"China,Thailand",Outbound,Mandatory (Unspecified/Implied),31/01/2020,https://turkmenportal.com/en/blog/24802/turkmenistan-suspends-flights-to-bangkok-and-beijing-due-to-coronavirus-outbreak-in-china,TKM,TM,NA,#N/A,#N/A
8164430,New Entry,"Turkmenistan announced that it had rolled out a public health campaign targeted at school children and other citizens, Feb. 7.",Public Awareness Campaigns,Turkmenistan,,,Voluntary/Recommended but No Penalties,07/02/2020,https://turkmenportal.com/en/blog/26422/the-epidemiological-situation-in-turkmenistan-for-covid19-coronavirus-remains-under-control,TKM,TM,NA,#N/A,#N/A
346105,New Entry,"Turkmenistan has ""put quarantine measures in place for foreign travelers arriving at airports as of Sunday, February 9."" They may be put into hospitals if they show symptoms or have travel histories from places with the virus.",Quarantine,Turkmenistan,All,Inbound,Mandatory (Unspecified/Implied),09/02/2020,https://www.garda.com/crisis24/news-alerts/314261/turkmenistan-quarantine-measures-in-place-for-foreign-travelers-as-of-february-9-update-1,TKM,TM,NA,#N/A,#N/A
935586,New Entry,"Turkmenistan announced that ""Citizens arriving from abroad undergo medical check-up"" on February 26.",Health Monitoring,Turkmenistan,All,Inbound,Mandatory (Unspecified/Implied),26/02/2020,https://en.trend.az/casia/turkmenistan/3197784.html,TKM,TM,NA,#N/A,#N/A
2884078,New Entry,"In Turkmenistan, on March 13, ""spoke in glowing terms about the protective properties of the plant known in Turkmen as yuzarlik (Peganum harmala)...in the days that followed his remarks, government buildings were fumigated with burning pans of yuzarlik.""",Public Awareness Campaigns,Turkmenistan,,,Voluntary/Recommended but No Penalties,13/03/2020,https://eurasianet.org/turkmenistan-unjust-deserts,TKM,TM,NA,#N/A,#N/A
3501388,New Entry,"Turkmenistan removed mentions of coronavirus from public health information pamphlets, as reported on March 17.",Public Awareness Campaigns,Turkmenistan,,,Mandatory (Unspecified/Implied),17/03/2020,https://www.hronikatm.com/2020/03/no-coronavirus-brochure/,TKM,TM,NA,#N/A,#N/A
1056531,New Entry,"""From March 19 to April 30, 2020, Turkmenistan temporarily suspended all international flights.""",External Border Restrictions,Turkmenistan,All,Inbound/Outbound,Mandatory (Unspecified/Implied),19/03/2020,https://turkmenportal.com/en/blog/26387/turkmenistan-extends-school-holidays-until-april-6,TKM,TM,NA,#N/A,#N/A
4404814,New Entry,"In Turkmenistan ""all previously planned mass events (exhibitions, fairs, sports events, matches, concerts, etc.) have been canceled or postponed"" from March 19 to April 30.",Restrictions of Mass Gatherings,Turkmenistan,,,Mandatory (Unspecified/Implied),19/03/2020,https://turkmenportal.com/en/blog/26387/turkmenistan-extends-school-holidays-until-april-6,TKM,TM,NA,#N/A,#N/A
5604036,New Entry,"Turkmenistan: ""Movement into Ashgabat was suspended on March 19""",Internal Border Restrictions,Turkmenistan,Turkmenistan,Inbound,Mandatory (Unspecified/Implied),19/03/2020,https://eurasianet.org/turkmenistan-unjust-deserts,TKM,TM,NA,#N/A,#N/A
7768139,New Entry,"""Starting in March 20, in Turkmenistan, the movement of citizens between the provinces was restricted for an indefinite period...citizens will be allowed to travel only in urgent situations, on the basis of special permission, to participate in weddings and ceremonies, as well as for business trips. The state media did not inform residents of the new order.""",Internal Border Restrictions,Turkmenistan,Turkmenistan,Inbound,Mandatory with Exceptions (Please list exceptions in the text entry),20/03/2020,https://rus.azathabar.com/a/30504663.html,TKM,TM,NA,#N/A,#N/A
8412163,New Entry,"In Turkmenistan citizens ""are forbidden to talk about coronavirus,"" as reported on March 26.",Public Awareness Campaigns,Turkmenistan,,,Mandatory with Legal Penalties (Jail Time),20/03/2020,https://rus.azathabar.com/a/30510309.html,TKM,TM,NA,#N/A,#N/A
8434212,New Entry,"On March 23, Turkmenistan has developed a temporary regulation on the movement of export, import and transit cargo through the territory of Turkmenistan. ""Goods arriving by car through the customs checkpoints ""Garabogaz"" and ""Farap"" and following further on the territory of Turkmenistan will be transported by Turkmen cargo carriers."" ""The transfer of goods delivered in trailers or semi-trailers will be carried out in non-contact conditions at the state border in certain places.""""Also, starting from March 24, all types of cargo that will arrive at the international seaport of Turkmenbashi should be loaded in trailers and semi-trailers to sea vessels and sent without accompanying individuals and without motor transport.""",Other Policy Not Listed Above,Turkmenistan,,,Mandatory (Unspecified/Implied),23/03/2020,https://turkmenportal.com/en/blog/26265/turkmenistan-has-a-temporary-regulation-on-the-movement-of-goods-within-the-country,TKM,TM,NA,#N/A,#N/A
1780168,Update on Existing Entry (type in Record ID in text box),"On March 23, people entering the Ashgabat, Turkmenistan are ""required to have their temperature taken.""",Health Monitoring,Turkmenistan,Turkmenistan,Inbound,Mandatory (Unspecified/Implied),23/03/2020,https://eurasianet.org/turkmenistan-unjust-deserts,TKM,TM,NA,#N/A,#N/A
1621547,New Entry,Turkmenistan extends school holidays in response to the coronavirus on March 30.,Closure of Schools,Turkmenistan,,,Mandatory (Unspecified/Implied),30/03/2020,https://turkmenportal.com/en/blog/26387/turkmenistan-extends-school-holidays-until-april-6,TKM,TM,NA,#N/A,#N/A
6795036,New Entry,Turkmenistan established a coronavirus hotline on April 1.,Public Awareness Campaigns,Turkmenistan,,,Voluntary/Recommended but No Penalties,01/04/2020,https://en.trend.az/casia/turkmenistan/3216738.html,TKM,TM,NA,#N/A,#N/A
8861833,Correction to Existing Entry (type in Record ID in text box),"On February 3rd, 2020, the Government of Tuvalu announced ""restrictions prohibiting entry to Tuvalu of anyone who has been in China within 30 days of arrival in Tuvalu. This restriction includes entry to seafarers from foreign vessels that have been in China or “a high-risk country” (understood to be countries where coronavirus is present) in the last 30 days.""",External Border Restrictions,Tuvalu,"China,Other (please specify below),China,Other (please specify below)",Inbound,Mandatory (Unspecified/Implied),03/02/2020,https://fj.usembassy.gov/u-s-citizen-services/covid-19-information/,TUV,TV,-0.832862314,#N/A,#N/A
470000,New Entry,"Since February 3rd, travellers who have been to COVID-19 affected countries in the last 30 days need to obtain medical clearance three days before entering Tonga. Additionally, travellers must have remained in a country not affected by COVID-19 for at least five days prior to attempting entry.",External Border Restrictions,Tuvalu,,Inbound,Mandatory (Unspecified/Implied),03/02/2020,https://fj.usembassy.gov/u-s-citizen-services/covid-19-information/,TUV,TV,-0.832862314,#N/A,#N/A
8861833,New Entry,"On March 15th, 2020, the Government of Tuvalu announced that ""restrictions prohibiting entry to Tuvalu of anyone who has been in China within 30 days of arrival in Tuvalu. This restriction includes entry to seafarers from foreign vessels that have been in China or “a high-risk country” (understood to be countries where coronavirus is present) in the last 30 days.""
",External Border Restrictions,Tuvalu,"China,Other (please specify below),China,Other (please specify below)",Inbound,Mandatory (Unspecified/Implied),15/03/2020,https://fj.usembassy.gov/u-s-citizen-services/covid-19-information/,TUV,TV,-0.527091973,#N/A,#N/A
